в,3.6888794541139363
сет,1.742969305058623
появ,2.302585092994046
виде,2.302585092994046
празднован,3.6888794541139363
игрок,1.742969305058623
цска,2.5902671654458267
кубок,2.5902671654458267
гагарин,2.5902671654458267
московск,2.5902671654458267
отпразднова,3.6888794541139363
побед,1.491654876777717
в,0.0
фина,2.5902671654458267
пле,1.8971199848858813
офф,1.8971199848858813
континентальн,2.302585092994046
хоккейн,1.8971199848858813
лиг,1.742969305058623
кхл,2.302585092994046
прот,1.8971199848858813
омск,2.5902671654458267
авангард,2.302585092994046
переда,2.0794415416798357
спорт,2.5902671654458267
экспресс,3.6888794541139363
был,1.491654876777717
опубликова,2.5902671654458267
тог,2.0794415416798357
как,0.9808292530117262
армеец,3.6888794541139363
радова,3.6888794541139363
завоеван,3.6888794541139363
перв,1.2039728043259361
истор,1.8971199848858813
сво,0.8556661100577203
клуб,1.6094379124341003
хоккеист,2.302585092994046
расплескива,3.6888794541139363
шампанск,3.6888794541139363
по,0.7444404749474958
раздевалк,3.6888794541139363
и,0.13353139262452257
весел,3.6888794541139363
четверт,2.0794415416798357
матч,1.2909841813155658
заверш,2.302585092994046
овертайм,2.5902671654458267
со,1.2039728043259361
счет,1.491654876777717
3,1.3862943611198906
2,1.6094379124341003
столичн,2.995732273553991
команд,1.1239300966523995
одолет,2.995732273553991
соперник,1.8971199848858813
всех,1.8971199848858813
четырех,2.995732273553991
игр,1.742969305058623
сер,2.0794415416798357
ран,1.2909841813155658
национальн,2.0794415416798357
нхл,1.8971199848858813
миннесот,3.6888794541139363
уайлд,3.6888794541139363
поздрав,3.6888794541139363
напада,1.742969305058623
кирилл,3.6888794541139363
капризов,3.6888794541139363
с,0.22314355131420976
 ,1.742969305058623
орланд,3.6888794541139363
проигра,2.995732273553991
торонт,3.6888794541139363
пуст,3.6888794541139363
вперед,3.6888794541139363
"
",0.1923718926474561
пройт,1.8971199848858813
22,2.0794415416798357
апрел,1.3862943611198906
мэджик,3.6888794541139363
на,0.22314355131420976
площадк,2.995732273553991
принима,2.302585092994046
рэпторс,3.6888794541139363
рамк,2.5902671654458267
трет,1.8971199848858813
четвертьфинальн,3.6888794541139363
стад,2.995732273553991
восточн,2.995732273553991
конференц,2.0794415416798357
законч,3.6888794541139363
гост,3.6888794541139363
98,3.6888794541139363
93,3.6888794541139363
сам,1.8971199848858813
результативн,2.995732273553991
стат,0.9808292530117262
паскал,3.6888794541139363
сиак,3.6888794541139363
котор,0.5978370007556204
набра,2.995732273553991
30,2.5902671654458267
очк,2.5902671654458267
сдела,1.8971199848858813
11,3.6888794541139363
подбор,2.995732273553991
у,1.6094379124341003
больш,1.6094379124341003
защитник,2.995732273553991
терренс,3.6888794541139363
росс,1.3862943611198906
–,1.3862943611198906
24,2.995732273553991
балл,2.995732273553991
выйт,2.5902671654458267
1,2.0794415416798357
следующ,3.6888794541139363
главн,1.8971199848858813
тренер,1.8971199848858813
анж,3.6888794541139363
магомед,3.6888794541139363
ад,3.6888794541139363
рассказа,1.742969305058623
о,0.9808292530117262
подготовк,3.6888794541139363
к,0.8556661100577203
го,2.995732273553991
тур,2.995732273553991
рпл,3.6888794541139363
ахмат,3.6888794541139363
перед,2.5902671654458267
всегд,3.6888794541139363
волнительн,3.6888794541139363
друг,1.491654876777717
сторон,2.0794415416798357
настроен,3.6888794541139363
не,0.5108256237659907
может,1.6094379124341003
быт,0.9162907318741551
плох,2.995732273553991
наш,2.302585092994046
ситуац,2.5902671654458267
единствен,3.6888794541139363
плюс,3.6888794541139363
поэт,2.995732273553991
люб,2.0794415416798357
мы,1.0498221244986776
готов,2.302585092994046
хорош,2.5902671654458267
сказа,1.742969305058623
эфир,3.6888794541139363
телекана,3.6888794541139363
тв,3.6888794541139363
состоя,2.302585092994046
19,2.0794415416798357
нача,1.742969305058623
мск,3.6888794541139363
олимпийск,2.995732273553991
чемпионк,3.6888794541139363
алин,3.6888794541139363
загитов,3.6888794541139363
что,0.3930425881096072
придава,3.6888794541139363
е,1.3862943611198906
мотивац,3.6888794541139363
для,0.7444404749474958
тренировк,3.6888794541139363
выступлен,2.5902671654458267
спортсменк,3.6888794541139363
призна,2.995732273553991
представля,2.5902671654458267
жизн,2.5902671654458267
без,2.995732273553991
фигурн,2.995732273553991
катан,2.995732273553991
я,1.742969305058623
получа,2.995732273553991
вниман,2.995732273553991
посл,1.8971199848858813
олимпиад,3.6888794541139363
2018,3.6888794541139363
отмет,1.6094379124341003
слов,1.742969305058623
привод,2.995732273553991
японск,3.6888794541139363
сайт,2.0794415416798357
number,3.6888794541139363
web,3.6888794541139363
при,1.1239300966523995
эт,0.43078291609245434
фигуристк,3.6888794541139363
добав,2.995732273553991
он,0.9808292530117262
измен,3.6888794541139363
оста,2.5902671654458267
так,0.9162907318741551
же,2.0794415416798357
прежд,2.995732273553991
мечт,3.6888794541139363
очен,2.0794415416798357
важн,2.302585092994046
мен,2.995732273553991
осознан,3.6888794541139363
мо,2.995732273553991
помога,2.995732273553991
мне,3.6888794541139363
поясн,3.6888794541139363
неудач,3.6888794541139363
имен,2.302585092994046
мысл,3.6888794541139363
позволя,2.302585092994046
