в,0.002144697357042986,0.0
сет,0.0021910362100045545,0.0043370363793638995
появ,0.0013387122633686313,0.0018764416816728926
виде,0.0026774245267372626,0.0011827589364790357
празднован,0.002144697357042986,0.0
игрок,0.0061802935915168025,0.00024828622579182666
цска,0.01291898640983912,0.0
кубок,0.0067862440315770755,0.0
гагарин,0.0067862440315770755,0.0
московск,0.002612921062341,0.0007945604801981064
отпразднова,0.002144697357042986,0.0
побед,0.009860277297795298,0.0
в,0.0,0.0
фина,0.00789319581168213,0.0
пле,0.005970419129762798,0.0
офф,0.005970419129762798,0.0
континентальн,0.005148938123602511,0.0
хоккейн,0.008700092069699399,0.0
лиг,0.010318173125037362,0.0
кхл,0.007294213528562049,0.0
прот,0.006325335331361282,0.0
омск,0.004820535123800511,0.0
авангард,0.0063263964097926475,0.0
переда,0.002604808735822992,0.0009212969764778422
спорт,0.004816551706324149,0.0
экспресс,0.002144697357042986,0.0
был,0.004426490043626089,0.002072907774168707
опубликова,0.0015059692822359458,0.00093466016114724
тог,0.0017679673022534237,0.0013540024698898416
как,0.002907374303536928,0.004764105981273371
армеец,0.002144697357042986,0.0
радова,0.002144697357042986,0.0
завоеван,0.002144697357042986,0.0
перв,0.0036743564416488713,0.0031983982571659785
истор,0.0039188824019210896,0.0011874829980582677
сво,0.004579928065744173,0.0026721135881059488
клуб,0.009071229559582322,0.0
хоккеист,0.004426584797031922,0.0
расплескива,0.002144697357042986,0.0
шампанск,0.002144697357042986,0.0
по,0.00427338851644078,0.004822943998680914
раздевалк,0.002144697357042986,0.0
и,0.0024484223664051124,0.0039495977682467145
весел,0.002144697357042986,0.0
четверт,0.004559281140028148,0.00034889958753017377
матч,0.013689881324683536,0.0
заверш,0.004925153313104417,0.0
овертайм,0.004173322969236076,0.0
со,0.00400052699511402,0.002193425391594766
счет,0.005320247162435699,0.000715036397354456
3,0.003986831735870532,0.005251076554454061
2,0.007024292885704673,0.000540079836387282
столичн,0.0030219322775365738,0.0
команд,0.006509936327418872,0.0008112755530925581
одолет,0.0030219322775365738,0.0
соперник,0.00540209991898071,0.0
всех,0.003016688507073554,0.0008737363351930472
четырех,0.0030219322775365738,0.0
игр,0.009446661739631981,0.0
сер,0.008061011963960021,0.0020071829552894167
ран,0.005516579087744884,0.0007619301188336264
национальн,0.005240704901043738,0.0
нхл,0.005945351476685554,0.0
миннесот,0.002144697357042986,0.0
уайлд,0.002144697357042986,0.0
поздрав,0.002144697357042986,0.0
